95705,95734,95762,95762,95787,1,2,1,2
95734,95763,95795,95795,95852,1,2,1,2
95734,95763,95795,95795,95852,1,2,1,2
95763,95792,95795,95795,95852,1,2,1,2
95763,95792,95795,95795,95852,1,2,1,2
95792,95821,95862,95862,95919,1,2,1,2
95792,95821,95862,95862,95919,1,2,1,2
95821,95850,95862,95862,95919,1,2,1,2
95821,95850,95862,95862,95919,1,2,1,2
95850,95879,95932,95932,95989,1,2,1,2
95850,95879,95932,95932,95989,1,2,1,2
95879,95908,95932,95932,95989,1,2,1,2
95879,95908,95932,95932,95989,1,2,1,2
95908,95937,96016,96016,96097,1,2,1,2
95908,95937,96016,96016,96097,1,2,1,2
95937,95966,96016,96016,96097,1,2,1,2
95937,95966,96016,96016,96097,1,2,1,2
95966,95995,96016,96016,96097,1,2,1,2
95966,95995,96016,96016,96097,1,2,1,2
95995,96024,96106,96106,96187,1,2,1,2
95995,96024,96106,96106,96187,1,2,1,2
96024,96053,96106,96106,96187,1,2,1,2
96024,96053,96106,96106,96187,1,2,1,2
96053,96082,96106,96106,96187,1,2,1,2
96053,96082,96106,96106,96187,1,2,1,2
96082,96111,96196,96196,96277,1,2,1,2
96082,96111,96196,96196,96277,1,2,1,2
96111,96140,96196,96196,96277,1,2,1,2
96111,96140,96196,96196,96277,1,2,1,2
96140,96169,96196,96196,96277,1,2,1,2
96140,96169,96196,96196,96277,1,2,1,2
96169,96198,96291,96291,96397,1,2,1,2
96169,96198,96291,96291,96397,1,2,1,2
96198,96227,96291,96291,96397,1,2,1,2
96198,96227,96291,96291,96397,1,2,1,2
96227,96256,96291,96291,96397,1,2,1,2
96227,96256,96291,96291,96397,1,2,1,2
96256,96285,96291,96291,96397,1,2,1,2
96256,96285,96291,96291,96397,1,2,1,2
96285,96314,96419,96419,96525,1,2,1,2
96285,96314,96419,96419,96525,1,2,1,2
96314,96343,96419,96419,96525,1,2,1,2
96314,96343,96419,96419,96525,1,2,1,2
96343,96372,96419,96419,96525,1,2,1,2
96343,96372,96419,96419,96525,1,2,1,2
96372,96401,96419,96419,96525,1,2,1,2
96372,96401,96419,96419,96525,1,2,1,2
96401,96430,96536,96536,96642,1,2,1,2
96401,96430,96536,96536,96642,1,2,1,2
96430,96459,96536,96536,96642,1,2,1,2
96430,96459,96536,96536,96642,1,2,1,2
96459,96488,96536,96536,96642,1,2,1,2
96459,96488,96536,96536,96642,1,2,1,2
96488,96517,96536,96536,96642,1,2,1,2
96488,96517,96536,96536,96642,1,2,1,2
96517,96546,96658,96658,96764,1,2,1,2
96517,96546,96658,96658,96764,1,2,1,2
96546,96575,96658,96658,96764,1,2,1,2
96546,96575,96658,96658,96764,1,2,1,2
96575,96604,96658,96658,96764,1,2,1,2
96575,96604,96658,96658,96764,1,2,1,2
96604,96633,96658,96658,96764,1,2,1,2
96604,96633,96658,96658,96764,1,2,1,2
96633,96662,96782,96782,96913,1,2,1,2
96633,96662,96782,96782,96913,1,2,1,2
96662,96691,96782,96782,96913,1,2,1,2
96662,96691,96782,96782,96913,1,2,1,2
96691,96720,96782,96782,96913,1,2,1,2
96691,96720,96782,96782,96913,1,2,1,2
96720,96749,96782,96782,96913,1,2,1,2
96720,96749,96782,96782,96913,1,2,1,2
96749,96778,96782,96782,96913,1,2,1,2
96749,96778,96782,96782,96913,1,2,1,2
96778,96807,96931,96931,97062,1,2,1,2
96778,96807,96931,96931,97062,1,2,1,2
96807,96836,96931,96931,97062,1,2,1,2
96807,96836,96931,96931,97062,1,2,1,2
96836,96865,96931,96931,97062,1,2,1,2
96836,96865,96931,96931,97062,1,2,1,2
96865,96894,96931,96931,97062,1,2,1,2
96865,96894,96931,96931,97062,1,2,1,2
96894,96923,96931,96931,97062,1,2,1,2
96894,96923,96931,96931,97062,1,2,1,2
96923,96952,97110,97110,97265,1,2,1,2
96923,96952,97110,97110,97265,1,2,1,2
96952,96981,97110,97110,97265,1,2,1,2
96952,96981,97110,97110,97265,1,2,1,2
96981,97010,97110,97110,97265,1,2,1,2
96981,97010,97110,97110,97265,1,2,1,2
97010,97039,97110,97110,97265,1,2,1,2
97010,97039,97110,97110,97265,1,2,1,2
97039,97068,97110,97110,97265,1,2,1,2
97039,97068,97110,97110,97265,1,2,1,2
97068,97097,97110,97110,97265,1,2,1,2
97068,97097,97110,97110,97265,1,2,1,2
97097,97126,97288,97288,97443,1,2,1,2
97097,97126,97288,97288,97443,1,2,1,2
97126,97155,97288,97288,97443,1,2,1,2
97126,97155,97288,97288,97443,1,2,1,2
97155,97184,97288,97288,97443,1,2,1,2
97155,97184,97288,97288,97443,1,2,1,2
97184,97213,97288,97288,97443,1,2,1,2
97184,97213,97288,97288,97443,1,2,1,2
97213,97242,97288,97288,97443,1,2,1,2
97213,97242,97288,97288,97443,1,2,1,2
97242,97271,97288,97288,97443,1,2,1,2
97242,97271,97288,97288,97443,1,2,1,2
97271,97300,97460,97460,97615,1,2,1,2
97271,97300,97460,97460,97615,1,2,1,2
97300,97329,97460,97460,97615,1,2,1,2
97300,97329,97460,97460,97615,1,2,1,2
97329,97358,97460,97460,97615,1,2,1,2
97329,97358,97460,97460,97615,1,2,1,2
97358,97387,97460,97460,97615,1,2,1,2
97358,97387,97460,97460,97615,1,2,1,2
97387,97416,97460,97460,97615,1,2,1,2
97387,97416,97460,97460,97615,1,2,1,2
